,vv_list,vh_list,vv_by_vh
30,"[0.054506875574588776, 0.041964009404182434, 0.08778203278779984, 0.06226295232772827, 0.03155237063765526, 0.009575312957167625, 0.02748601697385311, 0.077774778008461, 0.04300300031900406, 0.03265821561217308, 0.0892312303185463, 0.12959717214107513, 0.04557976871728897, 0.09197067469358444, 0.05897277593612671, 0.010121257044374943, 0.024518543854355812, 0.010781160555779934]","[0.188034787774086, 0.20951277017593384, 0.20851029455661774, 0.1959875226020813, 0.12084948271512985, 0.04376985877752304, 0.3919144868850708, 0.5351873636245728, 0.21037110686302185, 0.13283587992191315, 0.44075682759284973, 0.32362502813339233, 0.19218426942825317, 0.19833894073963165, 0.2270045429468155, 0.01970444992184639, 0.21751371026039124, 0.05020897835493088]","[3.4497443816381255, 4.992677609948593, 2.3753185923668543, 3.1477389888368648, 3.8301237045848326, 4.571115218198586, 14.25868605327178, 6.881245788529934, 4.892009983081432, 4.067456761856874, 4.939490647157876, 2.497161186365278, 4.216438012669321, 2.156545457564933, 3.849310793724271, 1.9468382074929582, 8.871395934132895, 4.657103295619981]"
31,"[0.008037164807319641, 0.007727879099547863, 0.049264635890722275, 0.031700681895017624, 0.0250632893294096, 0.013028197921812534, 0.027493175119161606, 0.01856989413499832, 0.020245786756277084, 0.0302846971899271, 0.054224200546741486, 0.03146182373166084, 0.030987948179244995, 0.09897638857364655, 0.2106577605009079, 0.008610531687736511, 0.005454776342958212, 0.004888848401606083]","[0.17866471409797668, 0.22922034561634064, 0.2597799599170685, 0.517229437828064, 0.5091632008552551, 0.29790323972702026, 0.10834385454654694, 0.09557029604911804, 0.03535204008221626, 0.028753943741321564, 0.19987304508686066, 0.09175582975149155, 0.07311501353979111, 0.19920940697193146, 0.22798660397529602, 0.08915255963802338, 0.10002904385328293, 0.11249671876430511]","[22.229818397560095, 29.661481845614237, 5.273152946736613, 16.316035079023223, 20.315098874823114, 22.866035772165702, 3.9407545355150977, 5.146518087520948, 1.7461430621487493, 0.9494545565700859, 3.686048721263659, 2.9164180224922975, 2.3594661097555933, 2.0126962586001342, 1.0822606460506516, 10.353897165839165, 18.337881805624242, 23.01088303890702]"
32,"[0.009384466335177422, 0.018074102699756622, 0.032857246696949005, 0.033688630908727646, 0.02287374809384346, 0.02373858541250229, 0.021057358011603355, 0.02344898320734501, 0.017845213413238525, 0.03973321616649628, 0.04228992015123367, 0.01802455261349678, 0.048058249056339264, 0.04417184740304947, 0.11885351687669754, 0.03170604631304741, 0.009470248594880104, 0.02056766115128994]","[0.4881468415260315, 0.3024339973926544, 0.17545491456985474, 0.4148831367492676, 0.3676237165927887, 0.4371045231819153, 0.026656562462449074, 0.11203628778457642, 0.025654515251517296, 0.05328625068068504, 0.05693985894322395, 0.1230909675359726, 0.07976659387350082, 0.1306789219379425, 0.39169830083847046, 0.1735064536333084, 0.12074333429336548, 0.17712943255901337]","[52.016473189980566, 16.733002042570384, 5.33991530660257, 12.315226993738847, 16.071861729199323, 18.41325064600132, 1.2659025148245262, 4.777874025236322, 1.4376132499757843, 1.341100867782682, 1.3464167995494054, 6.829071998369718, 1.6597898475241886, 2.9584210220041847, 3.295639129003064, 5.472345934280317, 12.749753407597229, 8.612035722297202]"
33,"[0.0551128126680851, 0.06866341829299927, 0.01915477216243744, 0.01624130830168724, 0.01406967081129551, 0.05504302307963371, 0.03162749484181404, 0.027277346700429916, 0.02055402845144272, 0.02299264818429947, 0.020923925563693047, 0.04173826426267624, 0.02924787998199463, 0.05062791332602501, 0.03938320279121399, 0.011003277264535427, 0.0056433598510921, 0.008561763912439346]","[0.36036399006843567, 0.1293552815914154, 0.35332638025283813, 0.19852271676063538, 0.3013525605201721, 0.19789449870586395, 0.08514105528593063, 0.20108924806118011, 0.15149441361427307, 0.18785282969474792, 0.14668351411819458, 0.2245718538761139, 0.4183723032474518, 0.13280023634433746, 0.1878717541694641, 0.024034440517425537, 0.03880804032087326, 0.027520421892404556]","[6.538660841694193, 1.883903901192815, 18.44586702762835, 12.22332050306635, 21.418593552184475, 3.595269438954312, 2.6919949149234372, 7.372023762780812, 7.370546069456251, 8.170125867581588, 7.010324791669022, 5.3804789883640085, 14.304363376251787, 2.623063595158527, 4.770352354668739, 2.184298363078675, 6.876761600336925, 3.2143401959986617]"
34,"[0.016580855473876, 0.016596172004938126, 0.009189222939312458, 0.00906441081315279, 0.011387087404727936, 0.010418298654258251, 0.018036022782325745, 0.015982789918780327, 0.014696331694722176, 0.03827974945306778, 0.012635644525289536, 0.015162063762545586, 0.04317353293299675, 0.03856845945119858, 0.03112422116100788, 0.04341478645801544, 0.012478057295084, 0.019230570644140244]","[0.053520116955041885, 0.10166248679161072, 0.1837114542722702, 0.05834903195500374, 0.158652663230896, 0.13677288591861725, 0.11300510913133621, 0.16779424250125885, 0.010706780478358269, 0.05765152350068092, 0.058560244739055634, 0.037775181233882904, 0.11469713598489761, 0.09425752609968185, 0.03478364273905754, 0.2630290687084198, 0.11637252569198608, 0.08603260666131973]","[3.2278260334254534, 6.125658782119241, 19.99205542030473, 6.43715660706123, 13.93268160609913, 13.128140251836065, 6.265522642945132, 10.498432586171633, 0.7285342152561339, 1.506058015645154, 4.634527714185896, 2.491427408925549, 2.656653931076293, 2.44390176431464, 1.117574719673119, 6.058513473578496, 9.326173372984396, 4.47374174450381]"
35,"[0.04205187410116196, 0.042490724474191666, 0.0029001859948039055, 0.006151536013931036, 0.007547046523541212, 0.005344504956156015, 0.022509625181555748, 0.044370606541633606, 0.0280037559568882, 0.03236788511276245, 0.04650112986564636, 0.03967217355966568, 0.032047778367996216, 0.04227132722735405, 0.0558239109814167, 0.05389147251844406, 0.11120996624231339, 0.05146275460720062]","[0.3695603907108307, 0.362551748752594, 0.04566291719675064, 0.012874980457127094, 0.10861065983772278, 0.1739017218351364, 0.49876609444618225, 0.3704359233379364, 0.16739431023597717, 0.25341594219207764, 0.03704719617962837, 0.08650950342416763, 0.09265770018100739, 0.05423853546380997, 0.1069321483373642, 0.10478723049163818, 0.24707700312137604, 0.41417527198791504]","[8.788202633295223, 8.53249157878688, 15.744823703914932, 2.0929700204907933, 14.391147516970742, 32.538415299779906, 22.157903138025958, 8.348678375409424, 5.977566384083651, 7.829240041764648, 0.7966945381040672, 2.180609118733061, 2.891236300908081, 1.2831046248463156, 1.9155259181493212, 1.9444120858968055, 2.2217163755182194, 8.04805873974659]"
36,"[0.005457215942442417, 0.004495208617299795, 0.04138379916548729, 0.020303018391132355, 0.016948776319622993, 0.035045258700847626, 0.020544521510601044, 0.02457823045551777, 0.020224789157509804, 0.04664475843310356, 0.021085385233163834, 0.033097896724939346, 0.045437343418598175, 0.044731948524713516, 0.05507388710975647, 0.030881769955158234, 0.009158858098089695, 0.0077182818204164505]","[0.027880990877747536, 0.023914426565170288, 0.30473214387893677, 0.4517473876476288, 0.14523948729038239, 0.2506363093852997, 0.030153632164001465, 0.06130222603678703, 0.029416393488645554, 0.06067822128534317, 0.0556575283408165, 0.11482060700654984, 0.0963994562625885, 0.029176287353038788, 0.06351098418235779, 0.20368821918964386, 0.08655566722154617, 0.05660600587725639]","[5.109013675069855, 5.3199814738599, 7.363561345838765, 22.250257520573207, 8.569319964546743, 7.1517893911063535, 1.467721316772556, 2.494167598750983, 1.4544721954603295, 1.3008583027043854, 2.6396258700209274, 3.4691209523302495, 2.12159094281755, 0.6522471816071117, 1.1531959611964027, 6.595743038219915, 9.450486763147852, 7.33401645525845]"
37,"[0.006047897040843964, 0.002216220833361149, 0.015998290851712227, 0.015318777412176132, 0.0570911169052124, 0.05125868692994118, 0.012224329635500908, 0.05645470321178436, 0.018028249964118004, 0.03483648598194122, 0.012618297711014748, 0.011011945083737373, 0.027216743677854538, 0.018532171845436096, 0.053643662482500076, 0.039132922887802124, 0.06613043695688248, 0.02879217080771923]","[0.067927785217762, 0.03254009783267975, 0.6897258162498474, 0.4688965380191803, 0.18092083930969238, 0.10797114670276642, 0.05227553844451904, 0.16724565625190735, 0.027983492240309715, 0.07825072854757309, 0.018186502158641815, 0.10869169980287552, 0.07067427039146423, 0.08992830663919449, 0.04288000985980034, 0.2322774976491928, 0.4036901891231537, 0.24630406498908997]","[11.231637172229853, 14.682696481708017, 43.11246886576194, 30.609266353493577, 3.1689840577137907, 2.106397045447889, 4.276352160261178, 2.9624751657005692, 1.55220236551001, 2.2462290998046486, 1.4412801611715405, 9.870345245672652, 2.596720284688936, 4.85255087149114, 0.7993490353830499, 5.93560308068873, 6.104453678211178, 8.554550007151786]"
38,"[0.015417754650115967, 0.04434345290064812, 0.040795572102069855, 0.05931210145354271, 0.09670887887477875, 0.06431672722101212, 0.05101853609085083, 0.048680465668439865, 0.04289320483803749, 0.027530644088983536, 0.011619620956480503, 0.028420187532901764, 0.09056851267814636, 0.04979358986020088, 0.10153607279062271, 0.08659875392913818, 0.02195332571864128, 0.06078075245022774]","[0.19083914160728455, 0.1615665704011917, 0.09273657202720642, 0.2196258157491684, 0.3799218535423279, 0.2829172909259796, 0.1705961525440216, 0.5515598654747009, 0.1187710165977478, 0.2923859655857086, 0.0443054735660553, 0.2084759622812271, 0.2600637972354889, 0.2039540708065033, 0.4395812749862671, 0.338984876871109, 0.08215764164924622, 0.3073959946632385]","[12.37788160066804, 3.6435270560274815, 2.273201900323423, 3.702883734800635, 3.928510576927077, 4.398813545872577, 3.3438072829105474, 11.330209312937692, 2.768993761278062, 10.620382314364656, 3.8129878532178125, 7.335488621947923, 2.8714592913729136, 4.095990495546096, 4.329311375797708, 3.9144313456114244, 3.7423779295309, 5.057456222098592]"
39,"[0.019598577171564102, 0.005090752616524696, 0.020014066249132156, 0.004607297480106354, 0.049406997859478, 0.041993703693151474, 0.027684714645147324, 0.025050465017557144, 0.01706492342054844, 0.028907738626003265, 0.02909800596535206, 0.02939699962735176, 0.038621604442596436, 0.020268887281417847, 0.04454442486166954, 0.024290531873703003, 0.01790551096200943, 0.008774654008448124]","[0.1291852444410324, 0.06707803905010223, 0.4166163504123688, 0.1001870259642601, 0.17654339969158173, 0.13880698382854462, 0.14830410480499268, 0.1188112199306488, 0.02912159077823162, 0.02934362180531025, 0.041736915707588196, 0.02627769112586975, 0.04486965015530586, 0.11027899384498596, 0.0634845569729805, 0.19130520522594452, 0.05224546790122986, 0.13003206253051758]","[6.591562403237588, 13.17644837668313, 20.816177243863873, 21.745291333336567, 3.573246854498254, 3.3054237092972083, 5.356894831891935, 4.742874826769781, 1.7065175190393969, 1.01507842536375, 1.4343565589094214, 0.8938902425069353, 1.1617759231622793, 5.440801575037016, 1.4251964677988005, 7.875710841599647, 2.9178428927317612, 14.819052968393327]"
40,"[0.005712514277547598, 0.010138341225683689, 0.0042116944678127766, 0.01354016549885273, 0.011354680173099041, 0.024763228371739388, 0.023151954635977745, 0.03501619026064873, 0.022286048159003258, 0.04139431193470955, 0.013881809078156948, 0.048992834985256195, 0.03385583683848381, 0.03263813629746437, 0.03878360241651535, 0.047329310327768326, 0.1495043784379959, 0.028712674975395203]","[0.14755050837993622, 0.08246432989835739, 0.049587901681661606, 0.07342253625392914, 0.4425191581249237, 0.24134080111980438, 0.06095521152019501, 0.14124795794487, 0.04174889624118805, 0.05654311552643776, 0.04149879887700081, 0.04195364937186241, 0.13111920654773712, 0.12878091633319855, 0.1110781580209732, 0.036119621247053146, 0.08828776329755783, 0.28490501642227173]","[25.82934610069459, 8.13390751629553, 11.773860155485986, 5.422573029860698, 38.97240180954799, 9.745934475782263, 2.632832194024415, 4.03378999524128, 1.8733198431289428, 1.3659634110025098, 2.9894373740018687, 0.8563221414822771, 3.8728685742806506, 3.9457190557539104, 2.86404952350874, 0.7631554526553411, 0.5905363054913706, 9.9226218618229]"
41,"[0.007473267614841461, 0.005773811601102352, 0.0032383683137595654, 0.006165007594972849, 0.020188571885228157, 0.021368831396102905, 0.03849291056394577, 0.012525556609034538, 0.009868647903203964, 0.0319431833922863, 0.015845423564314842, 0.025491321459412575, 0.040401168167591095, 0.03254314512014389, 0.035366371273994446, 0.03259015083312988, 0.06957287341356277, 0.03787311539053917]","[0.06324950605630875, 0.14751970767974854, 0.02082034945487976, 0.015513499267399311, 0.9605581760406494, 0.1149207130074501, 0.3394116461277008, 0.12035048007965088, 0.1527973711490631, 0.11586747318506241, 0.026693567633628845, 0.05354943126440048, 0.07049722969532013, 0.08293867111206055, 0.015481092967092991, 0.0702051967382431, 0.31316420435905457, 0.2778017520904541]","[8.463433843945188, 25.549795849172437, 6.429271607684579, 2.5163795872773185, 47.579302860123725, 5.377959649604822, 8.817510579353522, 9.608393769331055, 15.483111024708439, 3.6272988750721162, 1.6846231673948362, 2.1006926357137736, 1.7449304783189763, 2.548575769362941, 0.43773484271700014, 2.1541844681146802, 4.501240052247221, 7.335064708192712]"
42,"[0.003590862499549985, 0.009237721562385559, 0.011681130155920982, 0.009447545744478703, 0.03605988249182701, 0.014121565036475658, 0.05501030385494232, 0.03922680392861366, 0.04006551206111908, 0.04751967638731003, 0.022082332521677017, 0.03313453868031502, 0.01996343955397606, 0.015944169834256172, 0.017312342301011086, 0.023409349843859673, 0.0042877416126430035, 0.010052659548819065]","[0.17180591821670532, 0.11912935972213745, 0.041479382663965225, 0.03247043490409851, 0.12854430079460144, 0.5090571641921997, 0.12308763712644577, 0.14687345921993256, 0.029882369562983513, 0.07582241296768188, 0.16660137474536896, 0.11628378182649612, 0.04574844613671303, 0.11000246554613113, 0.03880299627780914, 0.31668031215667725, 0.04399268329143524, 0.06270833313465118]","[47.845306869376486, 12.895967790067637, 3.5509734169805456, 3.4369174579625352, 3.5647454154554183, 36.04821157409377, 2.2375378520180114, 3.744211725411484, 0.7458377049418112, 1.5956003645666663, 7.544555113542716, 3.5094432111583753, 2.2916114236237135, 6.8992281623713, 2.2413487212266445, 13.5279413682539, 10.260105963875409, 6.237984369222754]"
43,"[0.014552108943462372, 0.015340353362262249, 0.07439223676919937, 0.03144599497318268, 0.035405538976192474, 0.028941703960299492, 0.023645371198654175, 0.01548689603805542, 0.050064630806446075, 0.040195219218730927, 0.022110655903816223, 0.04805103689432144, 0.05413367971777916, 0.014655772596597672, 0.07499910145998001, 0.014718343503773212, 0.02785838395357132, 0.02344747819006443]","[0.10930214077234268, 0.42762070894241333, 0.21893419325351715, 0.45271918177604675, 0.1736994832754135, 0.3730931580066681, 0.176786869764328, 0.22917155921459198, 0.20393751561641693, 0.04918040707707405, 0.11151617765426636, 0.05627483129501343, 0.14935550093650818, 0.09328721463680267, 0.5359889268875122, 0.13829933106899261, 0.1369883418083191, 0.05574160814285278]","[7.511085932424067, 27.87554490070442, 2.9429709706505625, 14.396719905416516, 4.905997431424873, 12.891195297915253, 7.476595240525985, 14.797772171483333, 4.07348486009726, 1.2235387201012213, 5.043549053423559, 1.171147074698483, 2.759012535544582, 6.365219849171189, 7.146604645303907, 9.396392402007606, 4.917311141831607, 2.377296513126626]"
44,"[0.002293804893270135, 0.007265560328960419, 0.030382193624973297, 0.028480324894189835, 0.02743777260184288, 0.03299739211797714, 0.026385260745882988, 0.017743946984410286, 0.01207323744893074, 0.02004421129822731, 0.03573961928486824, 0.017980271950364113, 0.03108241781592369, 0.041669540107250214, 0.10794137418270111, 0.007110117468982935, 0.00689055398106575, 0.007416630629450083]","[0.08169431984424591, 0.031349074095487595, 0.15965571999549866, 0.16138620674610138, 0.09188271313905716, 0.17104527354240417, 0.05084828659892082, 0.05283579230308533, 0.08536966890096664, 0.11478359997272491, 0.150995135307312, 0.17606838047504425, 0.09039624035358429, 0.16512173414230347, 0.4736427366733551, 0.01812000386416912, 0.06734071671962738, 0.0765710324048996]","[35.61519991692903, 4.314749678772969, 5.254910885179344, 5.666585874482955, 3.348767207615307, 5.183599750272927, 1.9271473982630591, 2.977679788465695, 7.070984005911965, 5.726521151913633, 4.224866921602651, 9.792309090824332, 2.908275697499755, 3.962648344985536, 4.387962820184867, 2.548481645094549, 9.772903151861225, 10.324234309424828]"
